Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENST00000377443	CA6	P23280
ENST00000343110	PRELP	P51888
ENST00000375136	NBL1	P41271
ENST00000354955	FMOD	Q06828
ENST00000370096	COL11A1	P12107
ENST00000359481	PLGLB2	Q02325
ENST00000327407	IL36B	Q9NZH7
ENST00000356545	RSPO1	Q2MKA7
ENST00000312553	PODN	Q7Z5L7
ENST00000684275	AMY2B	P19961
ENST00000357325	HDGF	P51858
ENST00000239462	TNN	Q9UQP3
ENST00000295640	RNPEP	Q9H4A4
ENST00000366988	NENF	Q9UMX5
ENST00000590317	LYPD8	Q6UX82
ENST00000359621	CELA2A	P08217
ENST00000375910	CELA2B	P08218
ENST00000326245	ITLN1	Q8WWA0
ENST00000368029	ITLN2	Q8WWU7
ENST00000272190	REN	P00797
ENST00000302118	PCSK9	Q8NBP7
ENST00000367674	TNR	Q92752
ENST00000367222	OPTC	Q9UBM4
ENST00000367136	PM20D1	Q6GTS8
ENST00000367817	DPT	Q07507
